SeniorCitizen,tenure,MonthlyCharges,Churn
0,41,113.6,Yes
0,29,78.9,Yes
0,4,80.15,No
1,67,105.4,No
1,7,45.75,No
0,72,85.25,No
0,35,50.15,No
1,27,70.55,No
0,26,60.05,Yes
0,7,58.85,No
0,70,97.55,No
0,39,25.25,No
0,72,114.45,No
0,1,34.7,Yes
0,54,70.7,No
0,3,85.3,Yes
0,63,75.55,No
0,71,84.8,No
0,66,102.45,Yes
0,21,104.4,Yes
0,11,35.65,No
0,1,99.75,Yes
1,55,90.45,No
0,69,97.65,No
1,3,73.85,No
0,4,74.4,Yes
1,30,69.1,No
0,5,82.75,No
0,29,55.25,No
0,52,61.35,No
0,68,76.75,No
0,8,54.75,No
0,3,107.95,No
1,2,83.8,No
0,9,74.25,Yes
0,51,56.4,No
0,3,94.9,No
1,17,94.2,No
0,30,49.9,No
0,31,71.05,No
0,45,81.65,No
0,64,89.45,No
0,1,59.85,Yes
1,1,69.6,Yes
1,61,99,No
0,9,45.4,Yes
0,72,114.45,No
0,7,44.25,No
0,66,90.55,No
0,1,69.9,Yes
0,16,71.4,No
0,2,87.15,Yes
0,41,104.45,No
0,72,116.45,No
0,3,84.75,Yes
1,52,110.75,No
0,50,89.7,No
0,14,89.95,Yes
0,27,48.7,No
1,72,96.6,No
0,62,74.3,No
0,12,54.3,No
1,44,74.85,No
0,54,79.95,No
0,50,54.9,No
0,35,89.65,No
0,2,45.4,No
0,63,75.7,No
0,58,110.65,No
0,71,115.15,No
0,63,58.55,No
0,71,93.25,No
1,41,113.2,Yes
1,13,90.5,Yes
0,2,79,Yes
0,1,48.75,No
1,65,109.05,No
0,28,54.9,No
0,2,91.15,No
1,60,104.35,No
1,26,66.05,No
0,1,71.65,Yes
0,68,92.2,No
0,38,84.25,Yes
1,42,105.2,No
0,54,30.4,No
0,12,78.1,Yes
0,44,61.5,No
0,42,69.4,No
0,71,91.05,No
0,19,89.65,Yes
0,23,73.65,No
0,10,98.7,Yes
0,1,43.85,No
0,22,69.7,No
0,7,38.55,No
0,36,53.1,No
0,72,64.45,No
0,1,76.35,Yes
0,23,79.15,Yes
1,32,85,Yes
0,71,95.15,No
1,23,79.35,No
0,17,96.65,No
0,1,75.5,No
1,72,98.35,No
0,60,74.35,No
0,61,51.35,No
0,6,45.65,No
1,32,85.3,Yes
0,31,86.55,Yes
0,19,73.85,Yes
0,32,54.2,No
0,65,90.65,No
0,45,50.9,No
0,8,74.85,No
1,22,63.55,No
1,57,44.85,Yes
0,1,47.95,No
1,1,45.1,Yes
0,1,45,No
0,24,96,Yes
1,54,90.05,No
0,65,108.65,Yes
0,45,75.95,No
0,59,66.4,No
0,69,35.75,No
0,10,45.55,Yes
1,47,67.45,No
0,2,35.1,Yes
0,1,46.2,Yes
0,1,45.15,Yes
1,1,43.3,Yes
1,38,57.15,Yes
0,65,58.9,No
0,19,73.2,Yes
0,52,85.35,Yes
0,1,45.95,Yes
1,52,50.5,No
1,26,60.7,No
1,48,99,No
0,64,104.4,No
0,3,83.75,Yes
0,1,44.05,No
0,1,45.55,No
0,51,93.8,No
0,72,70.65,No
0,43,86.45,No
0,72,114.1,No
0,47,95.2,No
0,72,88.55,No
0,1,70.05,Yes
0,2,86,Yes
0,26,44.65,No
0,29,60.2,No
1,35,100.5,Yes
0,27,55.45,No
0,24,70.3,No
0,67,60.4,No
0,16,72.65,Yes
0,23,55.8,No
0,14,31.1,No
1,1,45.1,Yes
1,4,50.95,No
0,16,69.1,No
0,46,43.95,No
0,68,86.5,No
0,38,69.95,No
1,30,50.4,Yes
1,5,78.95,Yes
0,17,90.95,No
0,72,90.6,No
0,3,92,No
0,56,94.45,Yes
0,40,36,No
0,7,78.5,No
0,5,30.5,No
0,72,106.1,No
0,65,95.5,No
0,3,64.6,No
0,24,51.1,No
0,44,84.8,Yes
1,72,89.1,No
0,24,54.95,No
0,1,50.9,Yes
0,70,85.95,No
0,25,60.35,No
1,22,85.35,No
0,59,72.1,No
0,49,99.8,Yes
0,47,107.35,Yes
0,1,81.05,No
0,53,111.8,No
0,3,79.1,Yes
0,51,60.5,No
0,63,71.5,No
0,3,54.65,No
0,1,49.8,No
0,8,25.5,Yes
0,55,90.4,No
0,70,90.25,No
0,2,80.75,Yes
0,67,104.6,No
0,65,91.85,Yes
0,14,50.2,No
0,20,95.5,No
0,1,75.35,Yes
0,1,75.45,Yes
0,49,95.4,No
0,72,101.3,No
0,46,53.1,No
0,24,84.85,No
0,5,34.25,No
0,33,88.6,No
0,42,60.15,No
0,23,99.95,No
0,8,70.7,No
0,66,54.8,No
0,24,49.55,Yes
1,24,54.8,No
0,69,78.6,Yes
0,53,100.3,No
0,60,53.6,No
0,7,81.1,Yes
0,23,85.6,No
0,72,80.8,No
0,11,74.95,Yes
1,1,93.55,Yes
1,31,90.7,No
0,57,69.75,No
0,10,95.25,No
0,58,102.1,Yes
0,27,80.85,No
0,14,90.9,Yes
0,12,29.2,Yes
0,69,93.3,No
0,25,89.15,Yes
1,58,108.85,Yes
0,35,46.35,No
1,16,84.75,Yes
0,45,78.75,No
0,17,83.55,No
0,1,45.7,Yes
1,1,69.95,Yes
0,67,67.85,No
0,67,105.65,No
0,2,44.6,Yes
0,23,74.95,Yes
1,9,75.5,No
0,54,45.2,No
0,57,95.25,Yes
0,24,89.85,Yes
0,49,100.45,Yes
0,5,47.15,Yes
0,2,80.2,Yes
0,4,87.1,Yes
0,70,79.25,No
0,5,75.9,Yes
0,53,85.7,No
0,47,98.75,Yes
0,13,61.8,No
0,28,49.9,No
0,10,86.45,Yes
0,1,45.3,Yes
0,67,104.1,Yes
0,52,75.4,No
0,62,108.15,No
0,16,86.25,No
1,5,81,Yes
0,12,95.7,No
0,72,116.85,No
1,71,105.75,No
0,67,90.6,Yes
0,2,60.95,No
0,5,25.05,No
0,15,88.15,Yes
0,41,60.3,No
0,43,63.95,No
1,1,74.3,No
1,1,70.6,No
0,26,90.8,Yes
0,22,79.35,Yes
0,71,90.55,No
1,28,64.45,No
1,16,69.65,No
0,69,110.5,No
0,1,24.7,No
0,3,77.4,No
1,21,96.8,Yes
0,69,85.4,No
0,71,47.6,No
0,48,103.85,No
0,47,83.35,Yes
0,2,49.4,Yes
0,45,108.45,No
0,51,81,No
0,22,79.2,Yes
0,72,86.65,No
0,37,92.95,No
0,71,90.35,No
0,7,48.7,Yes
0,51,76.4,No
0,34,85.35,No
1,65,103.15,No
0,47,100.75,No
0,1,95.6,Yes
0,49,59.75,Yes
0,67,94.1,No
1,43,108.15,Yes
1,56,101.05,No
0,14,59.1,No
0,1,71.35,Yes
0,16,55.85,No
0,70,106.05,No
1,72,84.1,No
0,23,75.3,No
0,1,69.75,Yes
1,32,93.2,Yes
0,17,80.85,Yes
0,4,33.65,Yes
0,36,55.8,No
0,50,39.7,No
0,48,29.5,No
0,72,79.55,No
0,1,79.95,Yes
0,9,94.05,No
0,2,90.75,No
0,40,78.85,No
0,69,99.5,No
0,37,99.2,Yes
0,18,80.55,No
1,11,70.2,No
0,8,85.2,Yes
0,3,75.25,Yes
0,55,59.45,No
0,33,93.35,No
0,46,44.95,No
0,33,59.4,No
0,45,95,No
0,40,61.9,No
0,71,118.65,No
0,1,54.35,Yes
0,72,64.45,No
0,22,80.15,No
0,12,75.85,No
0,31,80.45,No
0,5,24.95,Yes
0,67,75.5,No
0,1,44.45,No
0,40,42.35,Yes
0,41,74.55,No
0,1,75.3,Yes
0,51,94.8,Yes
0,42,48.15,No
1,1,70.55,Yes
0,56,106.6,No
0,15,91,No
0,54,69.95,No
0,7,66.85,No
0,33,86.15,Yes
0,21,64.85,No
1,30,74.85,No
0,3,50.5,No
0,11,72.9,No
0,62,115.05,No
0,46,101.1,No
0,21,84.1,No
0,1,50.1,No
0,25,74.6,No
0,30,85,Yes
0,2,80.55,Yes
0,51,106.8,No
0,57,84.5,No
0,72,83.7,No
0,2,75.8,Yes
0,28,96.6,No
1,29,98.5,Yes
0,70,101.1,No
1,59,94.05,No
1,13,95.25,Yes
1,7,74.4,Yes
0,62,81,No
0,21,60.25,No
0,2,60.85,No
0,1,43.95,No
0,4,86.05,No
0,30,85.15,Yes
1,72,102.65,No
1,71,95.5,No
0,50,84.15,No
0,56,103.2,No
0,2,50.2,No
1,2,88.55,Yes
0,24,54.75,Yes
0,71,116.25,No
0,29,31.2,No
0,71,84.2,No
1,1,91.3,Yes
1,56,85.65,No
0,1,79.5,Yes
0,66,63.85,No
0,17,61.95,No
0,19,58.2,No
0,36,85.85,No
1,7,70.1,Yes
0,72,104.9,No
0,67,111.3,Yes
1,34,99.85,No
1,57,95.25,Yes
0,7,86.25,Yes
1,1,100.8,Yes
0,69,104,No
0,50,104.4,No
0,14,86.3,Yes
0,70,49.85,No
1,64,108.95,No
0,66,89.9,No
0,71,82,No
1,20,89.95,No
0,72,79.35,No
0,71,64.05,No
0,38,101.15,No
0,28,89.95,Yes
1,17,76.45,Yes
0,33,39.1,No
0,23,34.6,No
1,70,104.45,No
0,4,70.5,No
0,10,70,Yes
0,54,69.9,No
0,23,59.7,No
0,41,78.35,No
1,5,71.45,No
0,27,45.85,No
0,1,95.85,No
0,67,35.7,No
1,72,89.55,No
1,66,100.8,No
0,34,64.4,Yes
0,69,105.35,No
0,1,102.45,Yes
0,30,54.45,No
0,11,70.5,No
0,11,69.35,No
1,72,74.4,No
1,72,93.05,No
0,1,51.2,No
0,15,65.6,No
0,60,80.55,No
0,56,52.7,No
0,3,80.1,Yes
0,49,52.15,No
0,2,80.2,Yes
0,6,98.15,Yes
0,70,114.95,No
0,12,112.95,Yes
1,52,104.45,No
0,72,113.65,No
0,1,70.9,Yes
1,3,86.85,Yes
1,40,91.55,No
0,1,49.85,No
0,23,99.85,Yes
0,1,74.5,Yes
1,44,104.15,No
0,65,109.15,Yes
1,7,48.2,No
1,8,100.15,No
0,16,65.2,Yes
1,66,99.5,Yes
0,1,71.55,Yes
0,3,55.9,No
0,53,93.9,Yes
1,8,64.4,No
1,69,108.4,Yes
0,5,85.3,No
0,72,107.45,No
0,13,48.75,Yes
0,4,85.65,Yes
0,54,91.3,No
0,72,85.95,No
0,12,106.7,Yes
0,1,25.15,Yes
1,1,45.2,No
0,54,110.35,Yes
0,69,79.2,No
0,48,55.5,No
0,48,103.25,Yes
0,8,90.25,No
0,71,91.25,No
0,2,47.8,Yes
0,67,100.9,No
0,34,97.7,No
0,3,69.85,No
0,9,65.6,No
0,71,104.65,No
0,57,90.45,No
0,72,63.7,No
1,48,104.5,No
0,43,104.3,No
0,72,93.25,No
0,35,73.45,No
0,71,100.5,No
0,11,90.6,No
0,63,89.4,No
1,65,95.45,No
0,29,98.6,Yes
1,15,83.05,Yes
0,72,109.15,No
1,26,85.7,No
1,35,102.05,No
0,57,94.7,No
0,28,64.4,No
0,47,66.05,No
0,57,65.2,No
1,16,85.05,No
0,5,55.8,No
0,17,70.4,Yes
1,56,104.75,Yes
1,21,94.25,Yes
0,48,45,No
0,68,114.9,No
0,30,106.4,No
0,3,46.1,No
1,14,39.7,No
0,71,95.75,No
0,61,33.6,No
0,72,90.45,No
0,5,84,No
0,49,67.4,No
0,3,80.35,No
0,67,54.2,No
0,46,45.2,No
0,67,75.1,No
0,33,72.75,No
0,1,45.95,Yes
0,49,39.2,No
0,1,44.75,No
0,14,82.65,No
1,18,93.9,No
1,1,70.15,Yes
0,1,85.55,Yes
0,72,117.15,No
0,64,99.25,No
0,69,112.55,No
0,71,90.3,No
0,66,49.4,No
1,71,109.7,No
0,11,61.25,No
0,47,55.3,No
0,35,70.3,Yes
1,32,106.35,Yes
0,60,103.75,No
0,29,39.5,No
0,21,26.05,No
1,48,91.05,No
0,3,29.65,No
0,43,50.2,No
0,5,105.3,No
0,1,55.45,No
0,71,85.45,No
0,8,59.25,No
0,20,90.7,No
0,33,103.7,Yes
0,71,79.05,No
1,31,90.7,No
1,38,95,No
0,1,88.35,Yes
0,2,30.25,No
0,12,49.85,No
0,9,93,No
1,11,54.55,No
0,71,84.8,No
0,42,94.45,No
0,8,94.2,Yes
0,5,96.25,Yes
0,2,70.7,Yes
0,28,60,No
0,43,80.45,No
0,60,84.95,No
0,42,33.55,Yes
0,7,49.65,No
1,40,94.55,Yes
0,27,100.5,No
0,10,35.75,No
1,27,86.45,No
0,11,53.8,No
0,4,38.55,No
0,68,39.9,No
1,1,70.05,No
0,57,112.95,Yes
0,17,35.65,No
0,1,35.9,Yes
0,38,99.25,Yes
1,59,82.95,No
0,30,55.65,No
1,2,24.45,Yes
0,9,50.8,No
0,14,59.8,No
1,31,73.55,No
0,7,61.4,No
0,8,103.35,Yes
1,2,81.5,No
1,7,84.8,Yes
0,72,109.55,No
1,31,99.95,Yes
0,27,74.4,No
0,18,90,Yes
0,7,74.9,No
1,14,104.85,Yes
0,11,59.65,No
0,72,110.45,No
0,28,106.1,Yes
1,15,74.2,Yes
1,4,74.45,No
0,5,89.35,Yes
1,57,90.65,No
1,50,105.05,No
0,1,70.45,No
0,8,85.65,No
0,1,77.15,Yes
0,1,35.25,Yes
0,49,97.95,No
0,4,48.55,Yes
0,53,98.4,Yes
0,67,70.9,No
0,47,106.35,No
0,53,99.5,No
0,69,84.7,No
0,3,86.05,No
0,4,44.55,No
0,56,75.85,No
1,59,93.85,Yes
0,2,45,No
1,46,100.7,Yes
0,14,80.45,Yes
0,28,90.45,No
0,24,60.45,No
0,31,55.25,Yes
0,68,78.45,No
0,39,100.55,No
0,13,54.45,Yes
0,6,90.75,No
0,35,75.35,Yes
0,27,53.8,No
0,41,70.2,No
0,50,75.5,No
0,2,75.7,Yes
0,64,110.5,No
0,1,74.25,Yes
1,29,90.1,No
0,23,68.75,No
1,25,89.7,Yes
0,64,115.1,No
1,16,96.4,Yes
1,1,69.5,Yes
0,24,99.65,No
0,2,91.45,No
0,34,84.75,No
1,36,85.25,Yes
0,53,78.75,No
0,72,97.75,No
0,9,83.3,Yes
0,8,80.1,Yes
1,45,62.7,Yes
0,7,100.4,No
1,41,101.1,No
0,67,50.9,No
0,69,107.2,No
1,70,92.2,No
0,72,113.4,No
0,34,40.55,No
0,70,111.95,No
0,72,53.8,No
0,35,72.1,No
0,13,98.15,Yes
0,12,78.85,No
0,62,70.75,No
0,25,76.15,No
0,52,39.1,No
1,8,69.95,No
0,18,50,No
0,8,60,No
0,45,84.55,No
0,3,45.45,No
0,72,115.55,No
0,46,93.7,Yes
0,71,99,No
0,66,50.55,No
1,25,105.95,Yes
0,18,82,Yes
0,65,91.55,No
0,60,95.75,Yes
0,30,94.05,Yes
0,42,100.4,No
0,1,54.75,Yes
1,39,95.65,Yes
0,53,108.25,No
0,1,94.6,Yes
1,31,98.9,Yes
1,30,101.3,No
0,12,105.3,No
1,57,69.85,No
0,58,65.25,No
0,8,49.4,No
1,3,76.05,Yes
1,25,88.4,No
0,57,100.6,No
0,65,107.65,No
0,71,80.45,No
0,21,58.85,No
0,71,109.6,No
0,7,75.15,No
0,72,73,No
0,1,70.1,No
0,72,98.65,No
0,64,111.45,No
0,72,114.9,No
0,29,100.55,No
0,31,104.35,No
1,1,69.75,Yes
0,7,34.5,Yes
0,61,105.55,Yes
0,39,30.1,Yes
0,10,70.3,Yes
0,14,80.45,No
0,1,80.2,Yes
0,67,94.35,Yes
0,72,91.35,No
0,6,44.6,Yes
1,33,110.45,Yes
0,18,68.35,No
0,71,79.1,No
1,28,51,No
0,2,80.55,No
0,17,66.7,No
0,56,86.4,No
0,60,50.05,No
0,1,83.4,No
0,2,70.7,Yes
0,63,84.65,No
1,7,99.25,Yes
0,55,64.75,No
0,65,100.15,No
0,1,84.8,Yes
1,70,113,No
0,36,40.65,No
0,52,105,Yes
0,22,54.45,Yes
0,22,94.95,No
1,5,59.9,No
0,47,85.3,Yes
0,33,83.35,Yes
0,18,33.5,Yes
0,56,81.8,No
0,35,59.6,No
0,15,84.35,No
0,24,90.35,Yes
0,1,55.55,No
0,70,75.35,No
0,1,90.75,Yes
0,4,89.6,Yes
0,39,59.3,No
0,29,66.1,No
0,61,86.45,No
0,13,52.1,No
0,66,47.4,No
0,2,49.25,Yes
0,59,109.15,No
0,62,94.95,No
1,33,93.55,No
0,66,79.5,No
0,72,115.05,No
0,19,95.15,Yes
0,51,95.15,No
0,63,105.4,No
0,22,101.35,Yes
0,4,70.05,Yes
0,4,74.65,Yes
0,71,85.45,No
0,46,40.4,No
0,4,50.4,Yes
0,7,79.65,Yes
0,69,105.2,No
0,72,100.65,No
1,19,79.85,Yes
0,28,91,No
0,5,78.75,Yes
1,72,116.75,No
1,8,80.45,Yes
0,7,59.1,No
0,22,49.8,No
0,52,81.4,No
0,68,38.9,No
0,71,87.95,No
1,34,96.35,No
0,35,24.15,No
0,1,44,No
0,1,50.1,Yes
0,53,60.6,No
0,2,76.4,Yes
0,3,98.7,Yes
1,13,100.8,Yes
1,41,53.95,No
0,28,90.1,Yes
0,8,29.35,No
0,54,95.1,No
0,19,44.9,No
0,72,92.65,No
0,62,43.7,No
1,56,72.6,No
0,15,51.55,Yes
1,10,79.25,Yes
0,2,24.5,No
0,5,94.85,Yes
0,25,61.05,No
0,2,85.7,Yes
0,49,106.65,No
0,63,108.25,No
0,1,55.3,No
1,52,72.95,No
1,60,89.45,No
0,64,104.65,No
0,43,75.2,No
0,61,101.15,No
0,1,44.4,Yes
1,5,89.5,Yes
0,66,68.75,No
0,67,111.05,No
0,42,99,No
1,1,86.05,Yes
0,4,44.55,Yes
0,34,77.2,No
0,19,24.85,No
0,31,35.4,Yes
0,1,95.65,Yes
0,3,41.35,No
0,69,84.45,No
1,10,34.7,Yes
0,25,99.3,No
0,64,81.05,No
0,30,67.6,No
0,13,70.15,No
0,64,115,No
0,46,84.8,No
0,17,92.55,Yes
0,13,63.15,No
0,67,74,No
0,24,29.1,No
0,6,50.05,No
1,53,60.05,Yes
1,16,74.3,Yes
0,13,74.65,No
0,9,85.35,Yes
0,25,74.3,Yes
1,7,44.4,No
0,38,85.4,No
0,43,94.1,No
0,4,98.1,Yes
0,25,108.9,No
0,27,56.2,No
0,71,85.45,No
0,24,88.95,No
0,50,109.65,Yes
0,57,74.35,No
0,15,48.85,No
0,4,80.1,No
0,28,56.05,No
1,9,74.55,Yes
0,55,89.8,No
0,3,100.95,Yes
0,10,94.9,Yes
0,62,106.05,No
1,32,104.9,Yes
0,9,24.1,Yes
0,60,59.85,No
0,58,86.1,No
0,2,97.1,No
1,37,36.65,No
1,65,103.9,No
0,66,104.05,Yes
0,62,48.7,No
0,3,88.35,Yes
0,72,109.55,No
0,29,94.65,Yes
0,4,55.2,No
1,1,74.4,Yes
0,41,79.9,Yes
0,13,43.8,No
0,1,50.15,No
1,8,69.7,Yes
0,60,61.4,No
1,12,98.1,Yes
0,40,70.75,No
0,66,61.15,No
1,66,63.85,No
0,49,98.7,No
0,23,84.4,No
0,3,25.1,No
0,4,48.25,No
1,4,99.6,Yes
0,11,94.2,No
0,2,62.15,No
0,26,79.3,No
0,24,56.25,No
1,60,99,No
0,64,90.6,No
0,66,85.9,No
0,60,79.2,No
0,17,70.35,No
0,1,50.15,No
0,47,63.8,No
1,70,88.55,No
1,67,101.4,No
0,1,81.95,Yes
0,7,69.35,Yes
0,1,44.6,No
0,4,63.75,No
0,66,109.25,No
0,12,84.6,No
0,26,85.75,No
0,6,91.1,Yes
0,57,107.95,No
0,14,86.1,Yes
0,25,94.7,Yes
0,22,85.1,Yes
0,61,99.15,Yes
0,22,87,No
1,70,102.95,Yes
0,12,79.95,No
0,31,64,No
0,11,64.9,No
1,72,90.15,No
1,67,116.1,No
0,60,104.95,No
0,1,45.05,Yes
1,1,71,Yes
0,58,50,No
1,47,70.55,Yes
0,1,79.7,Yes
0,22,59,Yes
0,48,60.35,Yes
0,6,63.4,No
0,71,53.95,No
1,1,69.25,Yes
0,72,95.1,No
1,6,74.1,No
0,12,35.5,No
0,25,70.95,Yes
0,21,79.2,No
0,6,48.8,No
0,20,89,Yes
0,18,99.4,Yes
0,43,55.45,No
0,1,73.5,Yes
1,32,93.5,No
0,52,63.9,No
0,32,64.85,No
0,72,63.8,No
0,51,44.45,No
1,8,43.35,No
0,49,49.65,No
0,72,85.1,No
0,9,95.5,Yes
0,28,92.35,Yes
0,54,89.8,No
0,11,74.55,Yes
0,50,103.05,No
0,69,116,No
0,1,69.9,No
0,68,95.1,No
0,40,40.25,No
1,33,105.35,No
1,55,113.6,No
0,71,86.1,No
0,40,102.65,No
0,64,92.85,No
0,53,97.75,No
1,12,83.8,Yes
1,53,54.45,Yes
0,72,97.95,No
0,12,50.95,No
0,9,75.6,No
0,51,80.75,No
0,49,90.4,No
1,41,99.8,Yes
0,56,60.25,No
0,20,64.15,No
0,20,105.85,Yes
0,7,75.45,Yes
0,7,93.85,Yes
0,51,99,No
0,4,80.3,No
0,27,100.75,No
0,22,100.75,Yes
0,12,53.75,No
0,3,31,Yes
0,24,58.35,No
0,51,80,Yes
1,14,46.35,No
0,59,113.75,No
0,3,90.4,No
0,65,109.3,No
1,5,70.25,Yes
0,59,90.3,No
0,72,65.25,No
0,62,100.15,Yes
0,28,94.5,Yes
0,3,60.65,No
0,24,85.95,No
1,57,53.5,No
0,71,89.9,No
0,35,113.2,No
0,55,69.05,No
0,72,109.65,No
0,10,33.9,Yes
1,37,90,No
0,12,34,No
0,62,38.6,No
0,1,25.25,No
0,18,60.6,No
1,69,89.95,Yes
0,2,74.75,No
0,12,84.45,Yes
0,27,81.7,No
0,27,79.5,Yes
0,1,89.15,Yes
1,14,74.95,Yes
1,32,74.4,Yes
1,38,80.45,No
0,54,65.65,No
0,29,71,No
1,44,89.2,No
0,59,86.75,No
0,3,55.3,Yes
0,18,61.5,No
0,22,55.15,Yes
0,33,34.05,No
0,72,89.7,No
0,16,84.95,Yes
0,5,43.25,Yes
0,23,48.35,Yes
0,1,79.55,Yes
1,50,71.05,Yes
0,68,110.8,No
0,1,84.5,Yes
1,25,69.3,No
0,67,49.35,No
1,67,105.6,No
1,72,64.45,No
0,71,108.6,Yes
0,1,49.9,No
0,46,30.3,Yes
1,2,30.4,Yes
0,1,45.4,Yes
0,48,65.65,No
0,61,103.3,No
0,32,84.15,Yes
0,2,44.45,No
0,5,85.4,Yes
0,71,89.9,No
0,37,55.05,No
0,65,104.1,No
0,67,106.6,No
0,49,75.2,Yes
0,50,70.5,No
0,17,55.85,Yes
0,25,38.1,No
1,23,106.4,Yes
1,24,34.25,No
0,37,100.05,No
0,21,68.65,No
0,1,45.8,No
0,10,75.75,No
0,6,84.4,Yes
0,51,96.4,No
0,6,50.95,No
0,47,90.5,No
0,61,79.4,No
0,52,58.75,No
0,35,59.45,No
0,71,105.7,No
0,6,56.25,Yes
0,45,53.3,No
1,2,85.55,Yes
0,4,68.65,Yes
0,2,24.3,No
0,4,77.85,Yes
0,51,59.9,No
0,3,105.35,Yes
0,17,95.65,No
0,8,87.05,Yes
0,46,81,No
0,68,82.45,No
0,1,53.5,Yes
0,1,25.1,Yes
0,28,54.4,No
0,39,58.6,No
0,11,84.8,No
0,71,61.4,No
1,30,79.65,Yes
0,55,94.45,No
0,58,79.8,No
0,5,54.2,Yes
1,9,74.05,No
0,26,49.15,No
0,72,113.65,No
0,43,106,No
0,72,103.4,Yes
0,72,100.55,No
0,36,95.4,No
0,5,75.15,No
0,13,84.45,Yes
1,44,89.15,No
1,70,107.9,No
1,32,85.95,Yes
1,16,59.4,Yes
0,16,69.95,No
0,68,82.85,No
0,26,38.85,No
0,29,30.6,Yes
0,70,95,No
0,24,74.4,No
1,72,78.45,No
0,1,74.3,No
0,70,51.05,No
1,38,99.55,Yes
0,17,70,Yes
0,41,109.1,No
0,1,45.3,Yes
0,2,29.85,Yes
0,14,76.45,No
1,2,95.1,Yes
0,13,72.8,No
0,4,76.65,Yes
0,5,99.15,Yes
0,15,101.75,No
0,47,75.45,No
0,8,64.1,No
0,17,25.65,No
0,15,75.1,No
0,26,95.85,No
0,23,54.4,No
1,4,72.75,No
0,9,44.95,Yes
0,18,49.55,Yes
1,3,94.85,No
0,69,46.25,No
0,19,69.6,No
1,39,90.7,No
0,31,101.4,No
0,14,48.8,No
0,64,74.35,No
0,52,68.75,No
0,28,100.2,No
0,25,95.9,Yes
0,58,45,No
1,17,81.5,Yes
0,72,48.9,No
0,52,84.1,Yes
0,64,81.3,No
0,45,95.2,No
1,3,36.45,Yes
0,71,83.3,No
1,1,25.05,Yes
0,34,89.85,No
0,8,49.85,Yes
0,66,54.65,No
1,12,29.35,No
1,43,55.55,Yes
0,9,80.55,No
0,22,69.5,Yes
0,40,106,No
0,54,104.3,Yes
0,50,79.6,No
0,1,55.25,No
0,72,88.05,No
0,72,117.6,No
0,48,70.55,No
0,1,93.85,Yes
0,64,65.8,No
0,40,80,No
0,41,35.4,No
1,51,79.6,No
0,41,80.25,No
0,1,50.45,Yes
0,68,79.6,No
0,70,77.3,No
0,3,29.75,No
0,2,44.9,No
0,3,29.8,No
0,7,74.65,Yes
0,13,71.95,No
0,12,56.3,No
0,53,105.25,No
0,12,94.2,Yes
0,15,84.45,No
0,36,53.65,No
1,4,29.9,No
0,61,43.7,No
0,16,55.3,No
0,16,49.45,No
0,54,106.55,Yes
0,19,39.7,No
0,10,54.5,No
0,23,83.8,Yes
0,3,55.15,Yes
0,72,111.6,No
1,10,86.65,Yes
0,10,55.55,No
1,37,106.75,Yes
0,17,62.1,No
0,36,104.5,No
1,17,101.8,No
1,66,110.6,No
0,61,84.9,No
0,22,93.2,No
0,1,24.4,No
0,6,70.55,No
0,31,78.45,Yes
0,68,85,No
0,34,87.45,Yes
0,52,85.8,No
0,10,91.1,No
0,29,70.75,Yes
0,24,74.8,No
0,4,100.85,No
1,12,101.35,Yes
0,1,81.7,Yes
0,33,68.25,Yes
0,34,105.1,No
0,4,79.15,Yes
0,65,79.4,No
0,23,57.2,No
0,55,58.6,No
0,49,94.8,No
0,60,102.5,No
0,40,84.9,No
0,67,69.2,No
1,35,95.45,Yes
0,19,100.95,Yes
0,41,88.5,No
0,4,35,No
0,24,55.15,No
0,5,50.95,No
0,5,64,No
0,1,69.1,Yes
0,72,80.2,No
0,24,49.3,No
0,42,84.35,No
0,68,117.2,No
1,1,69.6,Yes
0,31,103.45,Yes
0,4,77.95,Yes
1,69,109.95,No
1,38,94.75,No
0,3,80,No
0,48,79.65,No
1,1,78.45,Yes
0,48,44.8,No
0,37,80.05,No
1,66,107.35,No
0,26,47.85,No
0,63,70.8,No
0,10,29.5,Yes
0,2,70.75,Yes
1,18,59.1,No
1,9,84.45,Yes
0,1,75.55,No
0,4,85.65,Yes
1,38,70.15,Yes
0,66,95.3,No
0,1,70.25,No
0,18,50.3,No
1,51,97.8,Yes
0,1,46.3,Yes
0,41,106.3,Yes
0,7,75.35,No
0,12,89.4,Yes
0,68,88,No
1,5,83.15,Yes
1,49,43.8,No
0,40,62.05,No
0,10,74.15,Yes
0,72,101.35,No
1,2,84.05,No
1,71,105.9,No
0,11,99.5,Yes
0,1,44.15,Yes
0,16,53.9,Yes
0,1,85.45,Yes
0,12,85.05,No
0,54,44.1,No
0,68,90.2,No
0,4,50.85,Yes
0,1,59.2,Yes
0,27,53.45,No
0,13,83.2,Yes
1,64,74.65,No
0,1,54.9,Yes
0,57,57.5,No
0,21,103.9,Yes
0,31,93.8,No
0,52,89.25,No
0,46,94.15,No
1,11,55.6,No
0,53,48.7,No
1,57,104.9,No
1,2,75.45,Yes
1,2,54.85,Yes
0,72,84.45,No
1,1,95.1,Yes
0,41,79.85,No
0,6,75.5,Yes
0,4,73.75,Yes
0,12,96.05,Yes
0,58,68.4,No
0,65,55.15,No
0,1,70.6,No
0,58,44.1,No
0,62,107.6,No
0,26,61.55,No
0,62,90.7,No
0,58,99.25,No
